locality;caterpillar;parasitoid
Ohu1;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Dichomeris sp. XXXX068;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu2;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu2;Dichomeris sp. XXXX068;TACH014
Ohu1;Unadophanes trissomita;TACH014
Ohu1;Dichomeris sp. XXXX068;TACH014
Ohu2;Albinospila sp. AAB0430;TACH019
Ohu1;Albinospila sp. AAB0430;TACH019
Ohu1;Albinospila sp. AAB0430;TACH019
Ohu2;Albinospila sp. AAB0430;TACH019
Elem;Ophyx crinipes;TACH020
Elem;Ophyx crinipes;TACH020
Elem;Ophyx crinipes;TACH020
Elem;Ophyx crinipes;TACH020
Elem;Ophyx crinipes;TACH020
Niksek;Ophyx crinipes;TACH020
Niksek;Ophyx crinipes;TACH020
Niksek;Ophyx crinipes;TACH020
Niksek;Ophyx crinipes;TACH020
Elem;Ophyx crinipes;TACH020
Niksek;Homona mermerodes;TACH026
Yapsiei;Adoxophyes sp. 3;TACH026
Ohu2;Ophiorrhabda deceptor;TACH026
Elem;Talanga excelsalis;TACH040
Elem;Tamba kebea;TACH040
Elem;Talanga excelsalis;TACH040
Elem;Talanga excelsalis;TACH040
Elem;Talanga excelsalis;TACH040
Utai;Glyphodes margaritaria;TACH040
Elem;Talanga excelsalis;TACH040
Elem;Talanga excelsalis;TACH040
Ohu1;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Ohu2;Talanga excelsalis;TACH040
Ohu2;Talanga excelsalis;TACH040
Ohu1;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga deliciosa;TACH513
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga deliciosa;TACH513
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Morox;Talanga excelsalis;TACH040
Morox;Talanga excelsalis;TACH040
Morox;Talanga excelsalis;TACH040
Wamangu;Talanga deliciosa;TACH513
Wamangu;Talanga deliciosa;TACH513
Wamangu;Choreutis cf. anthorma;TACH513
Utai;Meekiaria purpurea;TACH510
Utai;Meekiaria purpurea;TACH510
Utai;Meekiaria sp. BOLD:AAA3374;TACH510
Elem;Talanga deliciosa;TACH511
Elem;Glyphodes margaritaria;TACH511
Niksek;Glyphodes margaritaria;TACH511
Utai;Glyphodes margaritaria;TACH511
Utai;Glyphodes margaritaria;TACH511
Utai;Glyphodes margaritaria;TACH511
Utai;Glyphodes margaritaria;TACH511
Utai;Choreutis cf. anthorma;TACH511
Wamangu;Talanga excelsalis;TACH040
Wamangu;Talanga excelsalis;TACH040
Morox;Talanga excelsalis;TACH040
Niksek;Meekiaria purpurea;TACH510
Ohu1;Talanga excelsalis;TACH040
Morox;Talanga excelsalis;TACH040
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis JR09;TACH050
Ohu2;Choreutis JR09;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Asota caricae;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis JR09;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu2;Nycteola n. sp. AAB7439;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis lutescens;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu1;Choreutis cf. anthorma;TACH050
Ohu2;Choreutis cf. anthorma;TACH050
Ohu1;Asota caricae;TACH050
Ohu1;Choreutis cf. anthorma;TACH505
Ohu1;Asota caricae;TACH505
Ohu1;Asota caricae;TACH505
Ohu1;Asota caricae;TACH505
Ohu1;Unadophanes trissomita;TACH078
Ohu1;Choreutis cf. anthorma;TACH078
Ohu1;Choreutis cf. anthorma;TACH078
Ohu2;Asota caricae;TACH505
Ohu2;Asota caricae;TACH505
Ohu1;Asota caricae;TACH505
Ohu1;Choreutis cf. anthorma;TACH078
Ohu1;Choreutis cf. anthorma;TACH078
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Ohu1;Asota caricae;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota plana;TACH079
Niksek;Asota caricae;TACH079
Niksek;Asota plana;TACH079
Yapsiei;Asota caricae;TACH079
Yapsiei;Asota caricae;TACH079
Ohu1;Asota eusemioides;TACH079
Ohu1;Asota caricae;TACH079
Ohu1;Asota caricae;TACH079
Ohu1;Asota caricae;TACH079
Ohu1;Choreutis cf. anthorma;TACH079
Ohu1;Asota caricae;TACH079
Ohu1;Asota caricae;TACH079
Ohu2;Noctuidae sp.NOCT061;TACH090
Ohu2;Noctuidae sp.NOCT061;TACH090
Ohu2;Homona trachyptera;TACH090
Ohu2;Noctuidae sp.NOCT061;TACH090
Ohu2;OecophoridaeGEN sp. AAH7348;TACH090
Ohu2;Dichomeris ochreoviridella;TACH090
Ohu1;Philiris moira;TACH233
Ohu1;Brenthia JR32;TACH233
Ohu2;Philiris moira;TACH233
Ohu2;Jodis albifusa;TACH111
Ohu2;Lactura sp. AAI2177;TACH111
Ohu1;Lactura rhodographa;TACH111
Ohu2;Asota eusemioides;TACH113
Ohu1;Asota caricae;TACH113
Ohu1;Asota eusemioides;TACH113
Ohu1;Chora huntei;TACH113
Ohu2;Chora huntei;TACH113
Ohu2;Chrysocraspeda sp. AAB1427;TACH118
Ohu1;Chrysocraspeda sp. AAB1427;TACH118
Ohu2;Chrysocraspeda nr. inundata;TACH118
Ohu2;Chrysocraspeda sp. AAB1427;TACH118
Ohu1;Tamba kebea;TACH134
Ohu1;Tamba kebea;TACH134
Ohu1;Tamba kebea;TACH134
Yapsiei;Dichomeris ochreoviridella;TACH142
Utai;Talanga sexpunctalis complex;TACH142
Ohu2;Talanga excelsalis;TACH142
Morox;Rhodoneura aurata;TACH142
Niksek;Asota caricae;TACH142
Niksek;Mellea ordinaria complex;TACH142
Yapsiei;Mellea ordinaria complex;TACH142
Yapsiei;Mellea ramifera;TACH142
Utai;Mellea ordinaria complex;TACH142
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH142
Utai;Mellea sp. THYR012;TACH142
Ohu1;Talanga sexpunctalis complex;TACH438
Ohu1;Mellea ordinaria complex;TACH438
Ohu1;Mellea ordinaria complex;TACH438
Ohu2;Pharambara splendida;TACH438
Ohu1;Arctornis nr. intacta 1 SEM-2008;TACH393
Ohu1;Choreutis cf. anthorma;TACH393
Ohu1;Arctornis nr. intacta 1 SEM-2008;TACH393
Ohu2;Mellea nitida;TACH438
Elem;Choreutis cf. anthorma;TACH227
Utai;Glyphodes margaritaria;TACH227
Utai;Choreutis cf. anthorma;TACH227
Utai;Choreutis basalis;TACH227
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Niksek;Asota caricae;TACH228
Yapsiei;Pyrophractis isotherma;TACH228
Niksek;Asota caricae;TACH079
Yapsiei;Philiris moira;TACH233
Elem;Philiris moira;TACH233
Yapsiei;Philiris moira;TACH233
Yapsiei;Philiris moira;TACH233
Yapsiei;Philiris moira;TACH233
Wamangu;Philiris moira;TACH233
Utai;Philiris helena;TACH233
Elem;Philiris moira;TACH233
Wamangu;Philiris moira;TACH233
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Morox;Arctornis nr. intacta 1 SEM-2008;TACH294
Elem;Philiris moira;TACH233
Niksek;Philiris helena;TACH294
Wanang;Jodis albifusa;TACH238
Wanang;Jodis albifusa;TACH238
Wanang;Jodis albifusa;TACH238
Ohu1;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis basalis;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis basalis;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis basalis;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis lutescens;TACH050
Wamangu;Choreutis lutescens;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Asota caricae;TACH050
Morox;Choreutis cf. anthorma;TACH050
Morox;Mellea ramifera;TACH296
Morox;Choreutis cf. anthorma;TACH050
Morox;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Morox;Choreutis lutescens;TACH244
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Morox;Choreutis cf. anthorma;TACH050
Morox;Brenthia JR62;TACH050
Morox;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Paraphomia disjuncta;TACH284
Wanang;Paraphomia disjuncta;TACH284
Wanang;Paraphomia disjuncta;TACH284
Wanang;Paraphomia disjuncta;TACH284
Wanang;Orthaga nr. percnodes;TACH284
Wanang;Paraphomia disjuncta;TACH284
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris ochreoviridella;TACH285
Yapsiei;Dichomeris ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Rhodoneura aurata;TACH285
Yapsiei;Mellea sp. THYR012;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Mellea sp. AAI1456;TACH285
Utai;Dichomeris ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Wamangu;Dichomeris n. sp. nr. ochreoviridella;TACH285
Wamangu;Dichomeris n. sp. nr. ochreoviridella;TACH285
Wamangu;Pharambara splendida;TACH285
Wamangu;Dichomeris n. sp. nr. ochreoviridella;TACH285
Wamangu;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris ochreoviridella;TACH285
Yapsiei;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Utai;Dichomeris n. sp. nr. ochreoviridella;TACH285
Wamangu;Dichomeris n. sp. nr. ochreoviridella;TACH285
Morox;Dichomeris n. sp. nr. ochreoviridella;TACH285
Yapsiei;Dichomeris ochreoviridella;TACH285
Yapsiei;Dichomeris ochreoviridella;TACH285
Yapsiei;Mellea ramifera;TACH285
Wamangu;Dichomeris ochreoviridella;TACH285
Morox;Dichomeris n. sp. nr. ochreoviridella;TACH285
Elem;Ophyx crinipes;TACH020
Ohu2;Philiris helena;TACH294
Ohu1;Philiris helena;TACH294
Ohu1;Philiris helena;TACH294
Ohu2;Philiris helena;TACH294
Ohu1;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Morox;Philiris sp. AAF6866;TACH294
Ohu2;Ophyx crinipes;TACH020
Ohu1;Ophyx crinipes;TACH020
Wanang;Philiris helena;TACH294
Elem;Philiris helena;TACH294
Niksek;Philiris helena;TACH294
Yapsiei;Philiris helena;TACH294
Utai;Philiris helena;TACH294
Utai;Philiris helena;TACH294
Utai;Philiris helena;TACH294
Utai;Philiris helena;TACH294
Ohu1;Philiris helena;TACH294
Ohu2;Philiris moira;TACH294
Ohu1;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Philiris helena;TACH294
Wamangu;Dichomeris sp. XXXX068;TACH294
Wamangu;Philiris helena;TACH294
Morox;Philiris helena;TACH294
Morox;Dichomeris n. sp. nr. ochreoviridella;TACH294
Morox;Philiris sp. AAF6866;TACH294
Wanang;Philiris helena;TACH294
Morox;Philiris helena;TACH294
Niksek;Asota caricae;TACH296
Utai;Mellea sp. AAI1456;TACH296
Wamangu;Asota plana;TACH296
Morox;Mellea ramifera;TACH296
Morox;Mellea hieroglyphica;TACH296
Morox;Mellea hieroglyphica;TACH296
Yapsiei;Mellea ramifera;TACH296
Utai;Mellea ordinaria complex;TACH296
Utai;Pharambara splendida;TACH296
Wamangu;Mellea rectiviata;TACH296
Wamangu;Mellea ramifera;TACH296
Wamangu;Mellea ramifera;TACH296
Morox;Mellea ramifera;TACH296
Morox;Talanga excelsalis;TACH296
Ohu1;Talanga sexpunctalis complex;TACH296
Morox;Mellea ramifera;TACH296
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis basalis;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Niksek;Brenthia JR54;TACH050
Niksek;Choreutis cf. anthorma;TACH050
Niksek;Choreutis basalis;TACH050
Niksek;Choreutis basalis;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Morox;Choreutis lutescens;TACH050
Morox;Choreutis cf. anthorma;TACH050
Morox;Choreutis cf. anthorma;TACH244
Morox;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Elem;Choreutis cf. anthorma;TACH050
Elem;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis basalis;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Niksek;Choreutis cf. anthorma;TACH050
Niksek;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Talanga deliciosa;TACH050
Utai;Choreutis cf. anthorma;TACH050
Utai;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis chi;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Choreutis cf. anthorma;TACH050
Wamangu;Talanga deliciosa;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Elem;Choreutis basalis;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Wanang;Choreutis cf. anthorma;TACH050
Niksek;Choreutis basalis;TACH050
Wamangu;Glyphodes margaritaria;TACH050
Wamangu;Choreutis lutescens;TACH050
Niksek;Addaea nr. probolopsis;TACH364
Niksek;Addaea nr. probolopsis;TACH364
Niksek;Addaea nr. probolopsis;TACH364
Morox;Addaea nr. probolopsis;TACH364
Wamangu;Piletocera sp. CRAM094;TACH364
Wamangu;Meekiaria purpurea;TACH001
Wamangu;Meekiaria purpurea;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Coelorhyncidia nitidalis;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. CRAM151;TACH001
Wamangu;Macroglossum melas pullius;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria purpurea;TACH001
Wamangu;Meekiaria sp. AAA3379;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH001
Morox;Coelorhyncidia nitidalis;TACH001
Wamangu;Macroglossum melas pullius;TACH001
Morox;Meekiaria purpurea;TACH001
Morox;Meekiaria purpurea;TACH001
Morox;Meekiaria sp. BOLD:AAA3374;TACH001
Wamangu;Coelorhyncidia nitidalis;TACH366
Wamangu;Meekiaria sp. BOLD:AAA3374;TACH366
Wanang;Agrotera genuflexa;TACH366
Yapsiei;Choreutis lutescens;TACH366
Wamangu;Coelorhyncidia nitidalis;TACH366
Morox;Coelorhyncidia nitidalis;TACH366
Wamangu;Unadophanes trissomita;TACH014
Wamangu;Unadophanes trissomita;TACH014
Wamangu;Unadophanes trissomita;TACH014
Wamangu;Unadophanes trissomita;TACH014
Wamangu;Unadophanes trissomita;TACH014
Wamangu;Dichomeris sp. XXXX120;TACH014
Wamangu;Unadophanes trissomita;TACH014
Wamangu;Unadophanes trissomita;TACH014
Niksek;Addaea nr. probolopsis;TACH364
Wanang;Choreutis basalis;TACH050
Wamangu;CopromorphidaeGEN sp. AAG0483;TACH364
Elem;Tamba kebea;TACH134
Elem;Tamba kebea;TACH134
Niksek;Mellea sp.near rectiviata;TACH079
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Morox;Meekiaria sp. BOLD:AAA3374;TACH134
Elem;Geometridae sp.GEOM056;TACH134
Elem;Mecistoptera sophiewagnerae;TACH134
Elem;Tamba kebea;TACH134
Niksek;Meekiaria purpurea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Utai;Tamba kebea;TACH134
Wamangu;Tamba kebea;TACH134
Morox;Tamba kebea;TACH134
Niksek;Meekiaria purpurea;TACH079
Niksek;Mellea sp.near rectiviata;TACH079
Elem;Tamba kebea;TACH134
Wanang;Meekiaria sp. BOLD:AAA3374;TACH366
