Species	value	skupina	type	
OecophorinaeGEN sp. AAF9711	7	NOPARA	mean_num_localities	
Orvasca sp. AAG9398	7	NOPARA	mean_num_localities	
Parotis hilaralis	7	NOPARA	mean_num_localities	
Peritornenta	7	NOPARA	mean_num_localities	
Perixera ampligutta	7	NOPARA	mean_num_localities	
PterophoridaeGEN sp. AAG1468	7	NOPARA	mean_num_localities	
Pterophorus albidus	7	NOPARA	mean_num_localities	
Roeselia hemizona	7	NOPARA	mean_num_localities	
Sarobides inconclusa	7	NOPARA	mean_num_localities	
Scopelodes nitens	7	NOPARA	mean_num_localities	
Selepa discigera	7	NOPARA	mean_num_localities	
Symmacra solidaria ochrea	7	NOPARA	mean_num_localities	
Tabidia insanalis	7	NOPARA	mean_num_localities	
Targalla suffundens	7	NOPARA	mean_num_localities	
Thyrididae	7	NOPARA	mean_num_localities	
Tipasa sp. GEOM158	7	NOPARA	mean_num_localities	
Uraniidae sp.URAN012	7	NOPARA	mean_num_localities	
Xylinophylla maculata	7	NOPARA	mean_num_localities	
Agriophara sp. AAD4601	7	NOPARA	mean_num_no_para_loc	
Calindoea dorilusalis	7	NOPARA	mean_num_no_para_loc	
CopromorphidaeGEN sp. AAG3732	7	NOPARA	mean_num_no_para_loc	
Homona spargotis	7	NOPARA	mean_num_no_para_loc	
Mellea sp.near rectiviata	7	NOPARA	mean_num_no_para_loc	
NoctuidaeGEN sp. AAG0293	7	NOPARA	mean_num_no_para_loc	
OecophoridaeGEN sp. AAH7348	7	NOPARA	mean_num_no_para_loc	
OecophorinaeGEN sp. AAF9711	7	NOPARA	mean_num_no_para_loc	
Chora huntei	7	PAR	num_loc_no_para	
Albinospila sp. AAH9003	7.1	NOPARA	mean_num_no_para_loc	
Brenthia sp. AAI3834	7.1	NOPARA	mean_num_no_para_loc	
Cyclophora sp. AAF7884	7.1	NOPARA	mean_num_no_para_loc	
Helcystogramma sp. AAI2045	7.1	NOPARA	mean_num_no_para_loc	
Chrysocraspeda praegriseata	7.1	NOPARA	mean_num_no_para_loc	
Imma sp. AAD4328	7.1	NOPARA	mean_num_no_para_loc	
Thosea monoloncha?	7.1	NOPARA	mean_num_no_para_loc	
Zygaenosia sp. USNM1	7.1	NOPARA	mean_num_no_para_loc	
Choreutis basalis	7	PAR	num_loc_no_para	
Macroglossum melas pullius	7.2	NOPARA	num_loc_no_para	
Meekiaria nigriscriptalis	7.2	NOPARA	mean_num_no_para_loc	
Orvasca sp. AAG9398	7.2	NOPARA	mean_num_no_para_loc	
Perixera ampligutta	7.2	NOPARA	mean_num_no_para_loc	
Roeselia hemizona	7.2	NOPARA	mean_num_no_para_loc	
Chrysocraspeda sp. AAB1427	7	PAR	num_loc_no_para	
Mellea ramifera	7	PAR	num_loc_no_para	
Ophyx crinipes	7	PAR	num_loc_no_para	
Mellea nitida	7.1	PAR	num_loc_no_para	
Dichomeris n. sp. nr. ochreoviridella	7.2	PAR	num_loc_no_para	
Brenthia JR32	7.3	PAR	num_loc_no_para	
Choreutis lutescens	7.3	PAR	num_loc_no_para	
Macarostola sp. AAI1170	7.3	PAR	num_loc_no_para	
Meekiaria sp. BOLD:AAA3374	7.3	PAR	num_loc_no_para	
Philiris moira	7.3	PAR	num_loc_no_para	
Cangetta cf. rectilinea	7.3	NOPARA	mean_num_no_para_loc	
Meekiaria sp. AAJ1732	7.3	NOPARA	mean_num_no_para_loc	
Talanga excelsalis	7.3	PAR	num_loc_no_para	
Addaea pusilla	7.4	PAR	num_loc_no_para	
Asota caricae	7.4	PAR	num_loc_no_para	
Brenthia JR37	7.4	PAR	num_loc_no_para	
Choreutis cf. anthorma	7.4	PAR	num_loc_no_para	
Mellea ordinaria complex	7.4	PAR	num_loc_no_para	
Paraphomia disjuncta	7.4	PAR	num_loc_no_para	
Arctornis nr. intacta 1 SEM-2008	7.4	NOPARA	num_loc_no_para	
Unadophanes trissomita	7.4	PAR	num_loc_no_para	
Albinospila sp. AAB0430	7.5	PAR	num_loc_no_para	
Arctornis nr. intacta 3 SEM-2008	7.5	PAR	num_loc_no_para	
Brenthia sp. AAC1202	7.5	PAR	num_loc_no_para	
Arhopala sp. ABZ4430	7.4	NOPARA	mean_num_no_para_loc	
Arna	7.4	NOPARA	mean_num_no_para_loc	
Cryptoblabes sp. AAG0395	7.4	NOPARA	mean_num_no_para_loc	
Gnathothlibus heliodes	7.4	NOPARA	mean_num_no_para_loc	
Chrysocraspeda rothschildi?	7.4	NOPARA	mean_num_no_para_loc	
Idiophantis n. sp. AAB7064	7.4	NOPARA	mean_num_no_para_loc	
Jodis sp. AAO0087	7.4	NOPARA	mean_num_no_para_loc	
Lactura rhodographa	7.4	NOPARA	mean_num_no_para_loc	
Macarostola sp. AAI1171	7.4	NOPARA	mean_num_no_para_loc	
Parotis hilaralis	7.4	NOPARA	mean_num_no_para_loc	
PterophoridaeGEN sp. AAG1468	7.4	NOPARA	mean_num_no_para_loc	
Pterophorus albidus	7.4	NOPARA	mean_num_no_para_loc	
Tipasa sp. GEOM158	7.4	NOPARA	mean_num_no_para_loc	
Xylinophylla maculata	7.4	NOPARA	mean_num_no_para_loc	
Brenthia sp. AAF6821	7.5	PAR	num_loc_no_para	
Glyphodes margaritaria	7.5	PAR	num_loc_no_para	
Meekiaria purpurea	7.5	PAR	num_loc_no_para	
Mellea sp. THYR012	7.5	PAR	num_loc_no_para	
Ophiorrhabda deceptor	7.5	PAR	num_loc_no_para	
Pharambara splendida	7.5	PAR	num_loc_no_para	
Pseudocera nr. trissosticha	7.5	PAR	num_loc_no_para	
Talanga deliciosa	7.5	PAR	num_loc_no_para	
Addaea nr. probolopsis	7.6	PAR	num_loc_no_para	
Asota plana	7.6	PAR	num_loc_no_para	
Brenthia JR62	7.6	PAR	num_loc_no_para	
Adoxophyes thoracica	7.5	NOPARA	num_loc_no_para	
Philiris moira	7.5	NOPARA	num_loc_no_para	
Coelorhyncidia nitidalis	7.6	PAR	num_loc_no_para	
Dichomeris ochreoviridella	7.6	PAR	num_loc_no_para	
Dichomeris sp. XXXX068	7.6	PAR	num_loc_no_para	
Choreutis JR5	7.6	PAR	num_loc_no_para	
Mellea sp. 1 nr. ordinaria	7.6	PAR	num_loc_no_para	
Asota eusemioides	7.7	PAR	num_loc_no_para	
Brenthia JR39	7.7	PAR	num_loc_no_para	
Brenthia JR54	7.7	PAR	num_loc_no_para	
Meekiaria sp. AAA3379	7.7	PAR	num_loc_no_para	
Talanga sexpunctalis complex	7.7	PAR	num_loc_no_para	
Xenothictis gnetivora	7.7	PAR	num_loc_no_para	
Agrotera sp. AAJ7071	7.5	NOPARA	mean_num_no_para_loc	
Cotana sp. AAI6038	7.5	NOPARA	mean_num_no_para_loc	
Eucyclodes sp. ACF0440	7.5	NOPARA	mean_num_no_para_loc	
Hyposidra	7.5	NOPARA	mean_num_no_para_loc	
Idiophantis	7.5	NOPARA	mean_num_no_para_loc	
Idiophantis n. sp. AAZ1655	7.5	NOPARA	mean_num_no_para_loc	
Lambula agraphia	7.5	NOPARA	mean_num_no_para_loc	
Loboschiza	7.5	NOPARA	mean_num_no_para_loc	
Lophopepla sp. AAI1091	7.5	NOPARA	mean_num_no_para_loc	
Lymantria novaguineensis	7.5	NOPARA	mean_num_no_para_loc	
NolidaeGEN sp. AAH3366	7.5	NOPARA	mean_num_no_para_loc	
Scopelodes nitens	7.5	NOPARA	mean_num_no_para_loc	
Selepa discigera	7.5	NOPARA	mean_num_no_para_loc	
Symmacra solidaria ochrea	7.5	NOPARA	mean_num_no_para_loc	
Tabidia insanalis	7.5	NOPARA	mean_num_no_para_loc	
Thyrididae	7.5	NOPARA	mean_num_no_para_loc	
Brenthia JR34	7.8	PAR	num_loc_no_para	
Dichomeris sp. XXXX120	7.8	PAR	num_loc_no_para	
Choreutis JR09	7.8	PAR	num_loc_no_para	
Orthaga nr. percnodes	7.8	PAR	num_loc_no_para	
Rhodoneura aurata	7.8	PAR	num_loc_no_para	
Tamba kebea	7.8	PAR	num_loc_no_para	
Agrotera nr. effertalis	7.9	PAR	num_loc_no_para	
Arctornis nr. intacta 1 SEM-2008	7.9	PAR	num_loc_no_para	
Agrotera nr. effertalis	7.6	NOPARA	num_loc_no_para	
Mellea sp. THYR012	7.6	NOPARA	num_loc_no_para	
Brenthia JR22	7.9	PAR	num_loc_no_para	
Mellea sp. AAI1456	7.9	PAR	num_loc_no_para	
Adoxophyes n. sp. nr. orana	8	PAR	num_loc_no_para	
Adoxophyes sp. 3	8	PAR	num_loc_no_para	
Adoxophyes templana complex	8	PAR	num_loc_no_para	
Adoxophyes thoracica	8	PAR	num_loc_no_para	
Adoxophyes tripselia	8	PAR	num_loc_no_para	
Artaxa sp. AAB8719	7.6	NOPARA	mean_num_no_para_loc	
Dichomeris sp. AAA9076	7.6	NOPARA	mean_num_no_para_loc	
Gymnasura sp. USNM2	7.6	NOPARA	mean_num_no_para_loc	
Noctuidae sp.NOCT097	7.6	NOPARA	mean_num_no_para_loc	
Nolidae sp.TORT194	7.6	NOPARA	mean_num_no_para_loc	
Nudaria sp. USNM2	7.6	NOPARA	mean_num_no_para_loc	
Peritornenta	7.6	NOPARA	mean_num_no_para_loc	
Sarobides inconclusa	7.6	NOPARA	mean_num_no_para_loc	
Targalla suffundens	7.6	NOPARA	mean_num_no_para_loc	
Uraniidae sp.URAN012	7.6	NOPARA	mean_num_no_para_loc	
Agriophara sp. AAD4602	8	PAR	num_loc_no_para	
Agrotera genuflexa	8	PAR	num_loc_no_para	
Agrotera ignepictoides	8	PAR	num_loc_no_para	
Arctornis nr. intacta 2 SEM-2008	8	PAR	num_loc_no_para	
Artaxa sp. AAD5374	8	PAR	num_loc_no_para	
Brenthia sp. AAC1206	8	PAR	num_loc_no_para	
Idiophantis n. sp. AAB7063	7.7	NOPARA	num_loc_no_para	
Mellea sp. 1 nr. ordinaria	7.7	NOPARA	num_loc_no_para	
Brenthia sp. AAI3833	8	PAR	num_loc_no_para	
Brenthia sp. AAI3835	8	PAR	num_loc_no_para	
Brenthia sp. AAL5584	8	PAR	num_loc_no_para	
Cangetta cf. rectilinea	8	PAR	num_loc_no_para	
Cirrhochrista xanthographis	8	PAR	num_loc_no_para	
CopromorphidaeGEN sp. AAG0483	8	PAR	num_loc_no_para	
Dichomeris sp. AAB2697	8	PAR	num_loc_no_para	
Dizuga recusataria	8	PAR	num_loc_no_para	
Dudua n. sp. nr. aprobola	8	PAR	num_loc_no_para	
Euploea leucostictos	8	PAR	num_loc_no_para	
Gauna phaealis	8	PAR	num_loc_no_para	
Gauna sp. AAF4890	8	PAR	num_loc_no_para	
Geometridae sp.GEOM056	8	PAR	num_loc_no_para	
Moca congrualis	7.8	NOPARA	num_loc_no_para	
Holocola n. sp. AAC7734	8	PAR	num_loc_no_para	
Homona mermerodes	8	PAR	num_loc_no_para	
Homona trachyptera	8	PAR	num_loc_no_para	
Hyposidra incomptaria	8	PAR	num_loc_no_para	
Hyposidra talaca	8	PAR	num_loc_no_para	
Chamaita pr. metamelaena	8	PAR	num_loc_no_para	
Choreutis chi	8	PAR	num_loc_no_para	
Choreutis JR06	8	PAR	num_loc_no_para	
Choreutis JR2	8	PAR	num_loc_no_para	
Chrysocraspeda nr. inundata	8	PAR	num_loc_no_para	
Chrysocraspeda sp. AAC8547	8	PAR	num_loc_no_para	
Idiophantis n. sp. AAB7063	8	PAR	num_loc_no_para	
Idiophantis n. sp. AAB7064	8	PAR	num_loc_no_para	
Jodis albifusa	8	PAR	num_loc_no_para	
Lactura rhodographa	8	PAR	num_loc_no_para	
Lactura sp. AAI2177	8	PAR	num_loc_no_para	
Lambula sp. USNM5	8	PAR	num_loc_no_para	
Adoxophyes sp. 3	7.9	NOPARA	num_loc_no_para	
Dichomeris sp. XXXX120	7.9	NOPARA	num_loc_no_para	
Limacodidae sp.LIMA007	8	PAR	num_loc_no_para	
Lista carniola	8	PAR	num_loc_no_para	
Loboschiza sp. AAI1072	8	PAR	num_loc_no_para	
Lymantriidae sp.LYMA045	8	PAR	num_loc_no_para	
Macroglossum melas pullius	8	PAR	num_loc_no_para	
Macrothyma sanguinolenta	8	PAR	num_loc_no_para	
Mecistoptera n. sp. AAB6947	8	PAR	num_loc_no_para	
Mecistoptera sophiewagnerae	8	PAR	num_loc_no_para	
Meekiaria nigriscriptalis	8	PAR	num_loc_no_para	
Meekiaria nr. lignea	8	PAR	num_loc_no_para	
Adoxophyes thoracica	8	NOPARA	num_localities	
Agrotera nr. effertalis	8	NOPARA	num_localities	
Arctornis nr. intacta 1 SEM-2008	8	NOPARA	num_localities	
Coelorhyncidia nitidalis	8	NOPARA	num_localities	
Dichomeris sp. XXXX120	8	NOPARA	num_localities	
Dizuga recusataria	8	NOPARA	num_localities	
Idiophantis n. sp. AAB7063	8	NOPARA	num_localities	
Macroglossum melas pullius	8	NOPARA	num_localities	
Meekiaria sp. BOLD:AAA3374	8	NOPARA	num_localities	
Mellea sp. 1 nr. ordinaria	8	NOPARA	num_localities	
Mellea sp. THYR012	8	NOPARA	num_localities	
Nycteola indicatana	8	NOPARA	num_localities	
Philiris moira	8	NOPARA	num_localities	
Rhodoneura aurata	8	NOPARA	num_localities	
Xenothictis gnetivora	8	NOPARA	num_localities	
Meekiaria sp. AAA3375	8	PAR	num_loc_no_para	
Meekiaria sp. AAA3376	8	PAR	num_loc_no_para	
Meekiaria sp. AAA3378	8	PAR	num_loc_no_para	
Meekiaria sp. AAA3380	8	PAR	num_loc_no_para	
Meekiaria sp. CRAM151	8	PAR	num_loc_no_para	
Mellea hieroglyphica	8	PAR	num_loc_no_para	
Mellea rectiviata	8	PAR	num_loc_no_para	
Mellea sp. AAI1457	8	PAR	num_loc_no_para	
Mellea sp. AAI1460	8	PAR	num_loc_no_para	
Mellea sp. AAI1461	8	PAR	num_loc_no_para	
Mellea sp.near rectiviata	8	PAR	num_loc_no_para	
Moca congrualis	8	PAR	num_loc_no_para	
Noctuidae sp.NOCT061	8	PAR	num_loc_no_para	
NolidaeGEN sp. AAH3367	8	PAR	num_loc_no_para	
Nothomastix klossi	8	PAR	num_loc_no_para	
Nycteola n. sp. AAB7439	8	PAR	num_loc_no_para	
Nycteola nr. pseudoindica	8	PAR	num_loc_no_para	
OecophoridaeGEN sp. AAH7348	8	PAR	num_loc_no_para	
Orvasca sp. AAD8421	8	PAR	num_loc_no_para	
Philiris sp. AAF6866	8	PAR	num_loc_no_para	
Piletocera sp. CRAM094	8	PAR	num_loc_no_para	
Pleuroptya nr. sabinusalis	8	PAR	num_loc_no_para	
Pseudocera sp. AAB1481	8	PAR	num_loc_no_para	
Pyrophractis isotherma	8	PAR	num_loc_no_para	
Statherotis discana	8	PAR	num_loc_no_para	
Talanga polyzonalis	8	PAR	num_loc_no_para	
Targalla palliatrix	8	PAR	num_loc_no_para	
Tipasa sp. AAI0377	8	PAR	num_loc_no_para	
Tipasa sp. GEOM158	8	PAR	num_loc_no_para	
Adoxophyes n. sp. nr. orana	1	PAR	num_localities	
Adoxophyes sp. 3	1	PAR	num_localities	
Adoxophyes templana complex	1	PAR	num_localities	
Adoxophyes thoracica	1	PAR	num_localities	
Adoxophyes tripselia	1	PAR	num_localities	
Agriophara sp. AAD4602	1	PAR	num_localities	
Agrotera genuflexa	1	PAR	num_localities	
Agrotera ignepictoides	1	PAR	num_localities	
Arctornis nr. intacta 2 SEM-2008	1	PAR	num_localities	
Artaxa sp. AAD5374	1	PAR	num_localities	
Brenthia sp. AAC1206	1	PAR	num_localities	
Brenthia sp. AAI3833	1	PAR	num_localities	
Brenthia sp. AAI3835	1	PAR	num_localities	
Brenthia sp. AAL5584	1	PAR	num_localities	
Cangetta cf. rectilinea	1	PAR	num_localities	
Cirrhochrista xanthographis	1	PAR	num_localities	
CopromorphidaeGEN sp. AAG0483	1	PAR	num_localities	
Dichomeris sp. AAB2697	1	PAR	num_localities	
Dizuga recusataria	1	PAR	num_localities	
Dudua n. sp. nr. aprobola	1	PAR	num_localities	
Euploea leucostictos	1	PAR	num_localities	
Gauna phaealis	1	PAR	num_localities	
Gauna sp. AAF4890	1	PAR	num_localities	
Geometridae sp.GEOM056	1	PAR	num_localities	
Holocola n. sp. AAC7734	1	PAR	num_localities	
Homona mermerodes	1	PAR	num_localities	
Homona trachyptera	1	PAR	num_localities	
Hyposidra incomptaria	1	PAR	num_localities	
Hyposidra talaca	1	PAR	num_localities	
Chamaita pr. metamelaena	1	PAR	num_localities	
Choreutis chi	1	PAR	num_localities	
Choreutis JR06	1	PAR	num_localities	
Choreutis JR2	1	PAR	num_localities	
Chrysocraspeda nr. inundata	1	PAR	num_localities	
Chrysocraspeda sp. AAC8547	1	PAR	num_localities	
Idiophantis n. sp. AAB7063	1	PAR	num_localities	
Idiophantis n. sp. AAB7064	1	PAR	num_localities	
Jodis albifusa	1	PAR	num_localities	
Lactura rhodographa	1	PAR	num_localities	
Lactura sp. AAI2177	1	PAR	num_localities	
Lambula sp. USNM5	1	PAR	num_localities	
Limacodidae sp.LIMA007	1	PAR	num_localities	
Lista carniola	1	PAR	num_localities	
Loboschiza sp. AAI1072	1	PAR	num_localities	
Lymantriidae sp.LYMA045	1	PAR	num_localities	
Macroglossum melas pullius	1	PAR	num_localities	
Macrothyma sanguinolenta	1	PAR	num_localities	
Mecistoptera n. sp. AAB6947	1	PAR	num_localities	
Mecistoptera sophiewagnerae	1	PAR	num_localities	
Meekiaria nigriscriptalis	1	PAR	num_localities	
Meekiaria nr. lignea	1	PAR	num_localities	
Coelorhyncidia nitidalis	8	NOPARA	num_loc_no_para	
Dizuga recusataria	8	NOPARA	num_loc_no_para	
Meekiaria sp. BOLD:AAA3374	8	NOPARA	num_loc_no_para	
Rhodoneura aurata	8	NOPARA	num_loc_no_para	
Addaea sp. AAL8409	8	NOPARA	mean_num_localities	
Adoxophyes sp.9, perstricta complex	8	NOPARA	mean_num_localities	
Aetholix flavibasalis	8	NOPARA	mean_num_localities	
Agrotera sp.2 nr basinotata	8	NOPARA	mean_num_localities	
Anomis flava	8	NOPARA	mean_num_localities	
Anthela nr. ekeikei	8	NOPARA	mean_num_localities	
Ardozyga cf. amphiplaca	8	NOPARA	mean_num_localities	
Ardozyga nr. amphiplaca	8	NOPARA	mean_num_localities	
Arhopala AAC8740	8	NOPARA	mean_num_localities	
Arhopala sp. AAC8743	8	NOPARA	mean_num_localities	
Arhopala thamyras	8	NOPARA	mean_num_localities	
Archigraptis chrysodema	8	NOPARA	mean_num_localities	
Arna sp. nr. galactopis	8	NOPARA	mean_num_localities	
Artaxa sp. AAD5374	8	NOPARA	mean_num_localities	
Asota heliconia	8	NOPARA	mean_num_localities	
Barasa cymatistis	8	NOPARA	mean_num_localities	
Berta albiplaga	8	NOPARA	mean_num_localities	
Berta sp. AAD4670	8	NOPARA	mean_num_localities	
Brenthia sp. AAI3836	8	NOPARA	mean_num_localities	
Caeneressa bernhardi	8	NOPARA	mean_num_localities	
Cathyalia sp. AAG0397	8	NOPARA	mean_num_localities	
Cirrhochrista cf. brizoalis	8	NOPARA	mean_num_localities	
CopromorphidaeGEN sp. AAG0483	8	NOPARA	mean_num_localities	
CopromorphidaeGEN sp. AAH4359	8	NOPARA	mean_num_localities	
Crambidae sp.CRAM082	8	NOPARA	mean_num_localities	
Crambidae sp.CRAM097	8	NOPARA	mean_num_localities	
Crambidae sp.CRAM132	8	NOPARA	mean_num_localities	
Crambidae sp.PYRA038	8	NOPARA	mean_num_localities	
Cyclophora sp. AAF7883	8	NOPARA	mean_num_localities	
Delonoma pyrrhoplecta	8	NOPARA	mean_num_localities	
Derambila strigicosta	8	NOPARA	mean_num_localities	
Dilophothripa sp. AAL1093	8	NOPARA	mean_num_localities	
Drepanidae	8	NOPARA	mean_num_localities	
Dysaethria	8	NOPARA	mean_num_localities	
Dysrhombia nr. alabastraria	8	NOPARA	mean_num_localities	
Eboda smaragdina	8	NOPARA	mean_num_localities	
Ectropis bhurmitra	8	NOPARA	mean_num_localities	
Eilema plana	8	NOPARA	mean_num_localities	
Elachyophtalma cf. kebeae	8	NOPARA	mean_num_localities	
Eucyclodes absona	8	NOPARA	mean_num_localities	
Eucyclodes albilauta	8	NOPARA	mean_num_localities	
Eugoa nr. perfasciata	8	NOPARA	mean_num_localities	
Focillodes	8	NOPARA	mean_num_localities	
Gabala australiata	8	NOPARA	mean_num_localities	
Garudinodes nr. trizona	8	NOPARA	mean_num_localities	
Gauna sp. AAF4890	8	NOPARA	mean_num_localities	
Gelechiidae sp.TORT188	8	NOPARA	mean_num_localities	
Gelechiidae sp.XXXX148	8	NOPARA	mean_num_localities	
GelechiidaeGEN sp. AAN5589	8	NOPARA	mean_num_localities	
Gelechioidea sp.TORT193	8	NOPARA	mean_num_localities	
Gelechioidea sp.XXXX121	8	NOPARA	mean_num_localities	
Gelechioidea sp.XXXX126	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM109	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM138	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM143	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM147	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM148	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM160	8	NOPARA	mean_num_localities	
Geometridae sp.GEOM163	8	NOPARA	mean_num_localities	
Geometrinae	8	NOPARA	mean_num_localities	
Glyphodes caesalis	8	NOPARA	mean_num_localities	
Glyphodes canthusalis	8	NOPARA	mean_num_localities	
Glyphodes pseudocaesalis	8	NOPARA	mean_num_localities	
Gonitis involuta	8	NOPARA	mean_num_localities	
Haritalodes sp. AAB8316	8	NOPARA	mean_num_localities	
Heterocnephes scapulalis	8	NOPARA	mean_num_localities	
Hydroclada antigona	8	NOPARA	mean_num_localities	
Hypolycaena phorbas	8	NOPARA	mean_num_localities	
Hypsopygia nigrivitta	8	NOPARA	mean_num_localities	
Chaetocneme lunula	8	NOPARA	mean_num_localities	
Chaetocneme sp. AAF8537	8	NOPARA	mean_num_localities	
Chora ekeikei	8	NOPARA	mean_num_localities	
Choreutidae	8	NOPARA	mean_num_localities	
Choreutis chi	8	NOPARA	mean_num_localities	
Choreutis JR07	8	NOPARA	mean_num_localities	
Choreutis JR08	8	NOPARA	mean_num_localities	
Chrysocraspeda sp. AAC8547	8	NOPARA	mean_num_localities	
Chrysoscota sp, near flavostrigata B-B and vagivitta	8	NOPARA	mean_num_localities	
Imma	8	NOPARA	mean_num_localities	
Imma sp. AAD4329	8	NOPARA	mean_num_localities	
Imma sp. AAF9965	8	NOPARA	mean_num_localities	
Imma sp. AAI2315	8	NOPARA	mean_num_localities	
Immidae	8	NOPARA	mean_num_localities	
Labdia sp. AAH4360	8	NOPARA	mean_num_localities	
Lambula sp. ACE6062	8	NOPARA	mean_num_localities	
Lambula sp. USNM1	8	NOPARA	mean_num_localities	
Lecithocera sp. AAI1270	8	NOPARA	mean_num_localities	
Lecithocera sp. AAI1271	8	NOPARA	mean_num_localities	
Lecithocera sp. AAI1272	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX113	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX128	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX137	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX138	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX140	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX141	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX145	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX146	8	NOPARA	mean_num_localities	
Lepidoptera sp.XXXX150	8	NOPARA	mean_num_localities	
LepidopteraGEN sp. AAH4358	8	NOPARA	mean_num_localities	
LepidopteraGEN sp. AAH4361	8	NOPARA	mean_num_localities	
Leucoma sp. ABU6384	8	NOPARA	mean_num_localities	
Limacodidae sp.LIMA027	8	NOPARA	mean_num_localities	
Lista carniola	8	NOPARA	mean_num_localities	
Lithosiinae sp.PYRA039	8	NOPARA	mean_num_localities	
Lithosiinae sp.TORT189	8	NOPARA	mean_num_localities	
Lithosiinae sp.XXXX149	8	NOPARA	mean_num_localities	
Luxiaria sp. AAF9578	8	NOPARA	mean_num_localities	
Lymantria	8	NOPARA	mean_num_localities	
Lymantriidae sp.LYMA067	8	NOPARA	mean_num_localities	
Lymantriidae sp.LYMA072	8	NOPARA	mean_num_localities	
Lymantriidae sp.LYMA077	8	NOPARA	mean_num_localities	
LymantriinaeGEN sp. AAG9399	8	NOPARA	mean_num_localities	
Mambara sp. AAL3983	8	NOPARA	mean_num_localities	
Marapana pulverata	8	NOPARA	mean_num_localities	
Meekiaria nr. lignea	8	NOPARA	mean_num_localities	
Mellea	8	NOPARA	mean_num_localities	
Mellea sp. AAI1460	8	NOPARA	mean_num_localities	
Metaphoenia sp. AAI1563	8	NOPARA	mean_num_localities	
Moca ancistrota	8	NOPARA	mean_num_localities	
Nacaduba berenice	8	NOPARA	mean_num_localities	
Nausinoe globulipedalis	8	NOPARA	mean_num_localities	
Noctuidae sp.GEOM149	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT095	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT100	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT104	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT107	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT117	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT119	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT121	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT122	8	NOPARA	mean_num_localities	
Noctuidae sp.NOCT123	8	NOPARA	mean_num_localities	
Nolidae sp.NOLI002	8	NOPARA	mean_num_localities	
NolidaeGEN sp. AAH3367	8	NOPARA	mean_num_localities	
Notarcha sp. ACE6204	8	NOPARA	mean_num_localities	
Nothomastix klossi	8	NOPARA	mean_num_localities	
nr. Peritornenta	8	NOPARA	mean_num_localities	
Nudaria sp. USNM1	8	NOPARA	mean_num_localities	
Olene sp. AAB5676	8	NOPARA	mean_num_localities	
OlethreutinaeGEN sp. AAG0327	8	NOPARA	mean_num_localities	
Omiodes lasiocnemis	8	NOPARA	mean_num_localities	
Orvasca sp.1	8	NOPARA	mean_num_localities	
Paradromulia nr. but not lignifascia	8	NOPARA	mean_num_localities	
Parapamemene	8	NOPARA	mean_num_localities	
Parilyrgis intacta	8	NOPARA	mean_num_localities	
Perixera sp. AAI2524	8	NOPARA	mean_num_localities	
Perixera sp. AAI2525	8	NOPARA	mean_num_localities	
Pharambara micacealis	8	NOPARA	mean_num_localities	
Phostria lanialis	8	NOPARA	mean_num_localities	
PhycitinaeGEN sp. AAG0392	8	NOPARA	mean_num_localities	
PhycitinaeGEN sp. AAG0396	8	NOPARA	mean_num_localities	
Piletocera sp. CRAM094	8	NOPARA	mean_num_localities	
Polypogon sp. AAI2776	8	NOPARA	mean_num_localities	
Pterophoridae	8	NOPARA	mean_num_localities	
Pycnozancla sp. AAE8365	8	NOPARA	mean_num_localities	
Pyralidae sp.PYRA032	8	NOPARA	mean_num_localities	
Pyralidae sp.PYRA035	8	NOPARA	mean_num_localities	
Rehimena cissophora	8	NOPARA	mean_num_localities	
Saptha cf. exanthista	8	NOPARA	mean_num_localities	
Scopula amala	8	NOPARA	mean_num_localities	
Scopula sp. AAG9552	8	NOPARA	mean_num_localities	
Scythropiodes n sp near perissa	8	NOPARA	mean_num_localities	
Simplicia	8	NOPARA	mean_num_localities	
Simplicia cornicalis	8	NOPARA	mean_num_localities	
Simplicia erebina	8	NOPARA	mean_num_localities	
Somena	8	NOPARA	mean_num_localities	
Sphenarches anisodactylus	8	NOPARA	mean_num_localities	
Spilosoma niceta	8	NOPARA	mean_num_localities	
